fund_code,fund_code,fund_name,fund_name,fund_type,manager_name,company,nav,acc_nav,daily_return,weekly_return,monthly_return,quarterly_return,half_year_return,yearly_return,two_year_return,three_year_return,ytd_return,since_inception_return,custom_return,fee
000235,000235,诺安稳固收益一年定期开放债券A,诺安稳固收益一年定期开放债券A,债券型-长债,郭晓晖,诺安基金,1.0091,1.5459,0.01,0.03,0.61,0.15,2.57,3.55,7.47,7.6,0.33,54.83,,0.00%
000236,000236,工银月月薪定期支付债券A,工银月月薪定期支付债券A,债券型-混合二级,张洋,工银瑞信基金,1.739,1.739,0.0,0.69,-0.97,-0.23,-1.14,2.72,0.81,1.4,-0.86,73.9,2.8994,0.08%
000241,000241,宝盈核心优势混合C,宝盈核心优势混合C,混合型-灵活,吕功绩,宝盈基金,0.6601,2.2271,-0.23,3.16,-8.12,2.14,0.89,3.16,-28.74,-26.79,2.58,118.84,5.7683,0.00%
000242,000242,景顺长城策略精选灵活配置混合A,景顺长城策略精选灵活配置混合A,混合型-灵活,张靖,景顺长城基金,2.695,3.245,-0.63,1.97,-9.81,-5.67,-5.44,-4.23,-6.94,13.57,-6.26,325.53,-3.1621,0.15%
000248,000248,汇添富中证主要消费ETF联接A,汇添富中证主要消费ETF联接A,指数型-股票,过蓓蓓,汇添富基金,2.256,2.256,0.22,0.2,-1.46,6.24,1.96,-1.54,-15.9,-18.21,1.65,125.6,-0.7654,0.10%
000251,000251,工银金融地产混合A,工银金融地产混合A,混合型-偏股,鄢耀,工银瑞信基金,2.615,3.659,1.0,1.99,-2.5,-0.34,-1.88,25.36,10.43,-2.32,-2.82,325.96,25.7212,0.15%
000252,000252,景顺长城景兴信用纯债债券A,景顺长城景兴信用纯债债券A,债券型-长债,何江波,景顺长城基金,1.191,1.5489,0.0,-0.02,1.1,0.17,2.04,3.41,8.42,11.2,0.31,59.89,3.4121,0.08%
000253,000253,景顺长城景兴信用纯债债券C,景顺长城景兴信用纯债债券C,债券型-长债,何江波,景顺长城基金,1.181,1.4907,-0.01,-0.03,1.06,0.08,1.84,2.98,7.79,10.11,0.19,52.89,2.9848,0.00%
000259,000259,农银区间收益混合,农银区间收益混合,混合型-灵活,魏刚,农银汇理基金,4.2427,4.2427,-0.55,3.9,-6.64,-1.09,0.23,7.7,-10.7,-0.48,-2.56,324.27,10.3031,0.15%
000263,000263,工银信息产业混合A,工银信息产业混合A,混合型-偏股,单文,工银瑞信基金,2.876,3.153,-0.21,3.75,-9.1,-1.17,-3.2,1.95,-25.26,-18.43,-4.8,236.24,3.4905,0.15%
000264,000264,博时内需增长混合A,博时内需增长混合A,混合型-灵活,陈雷,博时基金,0.872,0.762,0.0,0.23,-1.13,5.19,0.46,-5.42,-31.98,-36.44,4.81,-14.76,-1.9123,0.15%
000270,000270,建信灵活配置混合A,建信灵活配置混合A,混合型-灵活,郭志腾/ 叶乐天,建信基金,1.249,1.9078,0.6,8.96,-3.16,12.3,27.0,47.95,16.96,31.68,12.97,90.78,59.5147,0.12%
000273,000273,华润元大安鑫灵活配置混合A,华润元大安鑫灵活配置混合A,混合型-灵活,李武群,华润元大基金,1.5864,2.3084,0.62,2.47,-8.19,3.69,-4.53,0.91,-8.61,-5.08,-1.16,141.76,1.8032,0.12%
000274,000274,广发亚太中高收益债(QDII)A,广发亚太中高收益债(QDII)A,QDII-纯债,沈博文,广发基金,1.1848,1.2548,0.25,-0.85,-0.71,0.69,1.64,4.05,5.42,5.44,0.36,26.08,,0.08%
000279,000279,华商红利优选混合,华商红利优选混合,混合型-灵活,邓默,华商基金,0.691,2.248,0.44,1.62,-1.29,0.14,-6.11,-11.18,-10.61,-12.42,-2.68,184.02,-10.026,0.15%
000286,000286,银华信用季季红债券A,银华信用季季红债券A,债券型-混合一级,李丹/ 赵慧,银华基金,1.0544,1.5579,-0.02,0.05,0.51,0.16,1.91,3.07,6.3,9.08,0.17,70.6,3.1069,0.07%
000290,000290,鹏华全球高收益债(QDII),鹏华全球高收益债(QDII),QDII-纯债,郝黎黎,鹏华基金,0.6086,0.9431,0.78,0.03,-1.36,1.89,1.6,5.15,5.46,12.52,1.16,-18.94,,0.08%
000294,000294,华安生态优先混合A,华安生态优先混合A,混合型-偏股,陈媛,华安基金,2.297,2.785,-0.13,5.51,-8.19,-2.17,-5.94,-10.48,-33.59,-37.29,-4.85,182.43,-9.3886,0.15%
000297,000297,鹏华可转债债券A,鹏华可转债债券A,债券型-混合二级,王石千,鹏华基金,1.3855,1.4425,-0.67,4.01,-7.5,1.05,7.04,4.59,-5.81,-5.49,2.16,44.71,5.9575,0.08%
000298,000298,中海纯债债券A,中海纯债债券A,债券型-长债,王影峰/ 殷婧,中海基金,1.157,1.384,0.0,0.0,0.87,0.35,1.31,2.79,6.22,7.73,0.43,42.07,2.7911,0.08%
000299,000299,中海纯债债券C,中海纯债债券C,债券型-长债,王影峰/ 殷婧,中海基金,1.137,1.355,0.0,0.0,0.8,-1.13,-0.37,0.81,3.76,8.22,-1.13,38.51,0.8083,0.00%
000305,000305,中银中高等级债券A,中银中高等级债券A,债券型-长债,易芳菲,中银基金,1.1168,1.606,0.0,0.0,1.0,-0.1,2.4,4.6,10.71,13.31,0.09,76.06,4.5573,0.08%
000306,000306,天弘弘利债券A,天弘弘利债券A,债券型-混合二级,刘嗣兴/ 刘洋/ 尹粒宇,天弘基金,1.1255,1.5879,-0.02,-0.06,0.7,0.63,1.85,3.66,11.61,13.96,0.71,67.21,3.6563,0.03%
000307,000307,易方达黄金ETF联接A,易方达黄金ETF联接A,指数型-其他,鲍杰,易方达基金,2.5241,2.5241,0.05,6.16,9.71,19.09,24.68,33.35,64.17,81.3,22.65,152.41,32.6101,0.07%
000308,000308,建信创新中国混合,建信创新中国混合,混合型-偏股,邵卓,建信基金,4.447,4.447,-0.71,5.3,-10.34,0.95,-4.94,-1.77,-24.38,-17.83,0.29,344.7,1.5297,0.15%
000309,000309,大摩品质生活精选股票A,大摩品质生活精选股票A,股票型,缪东航/ 赵伟捷,摩根士丹利基金,3.132,3.132,-0.06,2.82,-4.16,3.5,12.3,23.06,-13.67,-0.89,0.77,213.2,29.1014,0.15%
000310,000310,安信永利信用债券A,安信永利信用债券A,债券型-混合一级,黄琬舒,安信基金,1.5005,1.8505,0.01,0.03,0.1,0.99,6.6,9.33,12.31,15.25,1.32,106.78,9.5975,0.70%
000311,000311,景顺长城沪深300指数增强A,景顺长城沪深300指数增强A,指数型-股票,黎海威,景顺长城基金,2.112,2.452,0.09,3.23,-5.88,-0.38,-2.09,5.81,-4.52,-11.04,-3.61,148.45,7.1537,0.12%
000312,000312,华安沪深300增强A,华安沪深300增强A,指数型-股票,张序,华安基金,2.0065,2.3665,0.23,2.8,-5.8,0.23,-1.66,8.4,-6.7,-6.0,-2.87,146.41,9.0608,0.12%
000313,000313,华安沪深300增强C,华安沪深300增强C,指数型-股票,张序,华安基金,1.8883,2.2483,0.23,2.79,-5.83,0.14,-1.85,7.97,-7.45,-7.11,-2.98,133.16,8.6291,0.00%
000314,000314,招商瑞丰灵活配置混合发起式A,招商瑞丰灵活配置混合发起式A,混合型-灵活,王刚,招商基金,1.784,1.997,-1.76,3.96,-7.52,-3.15,-8.23,-2.83,-5.71,4.14,-7.13,107.78,-1.1634,0.15%
000319,000319,宏利淘利债券A,宏利淘利债券A,债券型-混合一级,蔡熠阳/ 李宇璐,宏利基金,1.049,1.5959,0.0,0.06,0.57,0.07,1.74,2.63,5.54,7.85,0.15,68.03,2.5986,0.08%
000320,000320,宏利淘利债券C,宏利淘利债券C,债券型-混合一级,蔡熠阳/ 李宇璐,宏利基金,1.0608,1.5615,0.0,0.06,0.55,0.11,1.71,2.49,5.13,7.15,0.18,63.95,2.4529,0.00%
000322,000322,农银汇理金汇债券A,农银汇理金汇债券A,债券型-长债,彭璧和/ 周宇,农银汇理基金,1.1358,1.1358,0.0,0.03,0.31,0.42,1.37,2.34,5.49,7.86,0.39,13.58,2.3428,0.08%
000326,000326,南方中小盘成长股票A,南方中小盘成长股票A,股票型,吴剑毅,南方基金,1.0076,1.8386,0.29,2.49,-4.44,1.72,4.0,6.4,-20.67,-8.39,-1.7,72.71,8.6947,0.15%
000327,000327,南方潜力新蓝筹混合A,南方潜力新蓝筹混合A,混合型-偏股,钟贇,南方基金,1.6443,1.8744,-0.74,5.55,-10.23,-2.7,-4.04,0.63,-17.27,-5.35,-4.4,85.95,3.2657,0.15%
000328,000328,摩根转型动力混合A,摩根转型动力混合A,混合型-灵活,杨景喻,摩根资产管理,1.5742,1.5742,0.31,5.4,-8.07,-2.36,-7.03,-9.97,-26.12,-35.28,-4.57,57.42,-8.2794,0.15%
000333,000333,长城稳固收益债券A,长城稳固收益债券A,债券型-混合二级,张棪,长城基金,1.3601,1.3801,-0.1,0.04,-0.15,0.35,5.52,6.48,6.66,4.93,0.61,38.54,6.5659,0.08%
000334,000334,长城稳固收益债券C,长城稳固收益债券C,债券型-混合二级,张棪,长城基金,1.3074,1.3274,-0.11,0.04,-0.18,0.26,5.31,6.07,5.81,3.69,0.49,33.19,6.146,0.00%
000335,000335,安信永利信用债券C,安信永利信用债券C,债券型-混合一级,黄琬舒,安信基金,1.4633,1.7883,0.0,0.03,0.07,0.9,6.39,8.89,11.36,13.79,1.2,97.66,9.1689,0.00%
000336,000336,农银研究精选混合,农银研究精选混合,混合型-灵活,陈富权,农银汇理基金,3.0656,3.0656,-0.22,3.95,-6.15,-2.2,-5.22,-3.05,-26.23,-23.96,-4.05,206.56,-1.0426,0.15%
000338,000338,鹏华双债保利债券B,鹏华双债保利债券B,债券型-混合二级,吴国杰/ 祝松,鹏华基金,1.2326,1.6016,-0.21,0.83,-2.21,-0.26,2.15,4.52,3.31,4.86,-1.04,70.41,5.1706,0.08%
000339,000339,长城医疗保健混合A,长城医疗保健混合A,混合型-偏股,谭小兵,长城基金,2.6495,2.6495,-0.85,9.32,7.29,20.37,12.63,11.15,-15.12,-20.53,16.83,164.95,14.0453,0.15%
000342,000342,嘉实新兴市场A1(QDII),嘉实新兴市场A1(QDII),QDII-纯债,顾俊伦/ 韩同利,嘉实基金,1.236,1.504,0.57,-0.72,-0.4,1.98,0.98,2.83,6.92,12.88,1.64,56.72,,0.08%
000346,000346,建信安心回报6个月定开A,建信安心回报6个月定开A,债券型-长债,吴轶/ 闫晗,建信基金,1.0319,1.5804,-0.02,0.0,0.79,0.15,2.24,3.89,7.52,17.29,0.34,75.53,3.8727,0.06%
000347,000347,建信安心回报6个月定开C,建信安心回报6个月定开C,债券型-长债,吴轶/ 闫晗,建信基金,1.0295,1.5111,-0.02,0.0,0.77,0.07,2.07,3.53,6.77,16.09,0.24,64.21,3.5244,0.00%
000351,000351,国富恒丰一年持有期债券A,国富恒丰一年持有期债券A,债券型-长债,王莉,国海富兰克林基金,1.1124,1.5861,-0.02,0.1,0.27,0.08,2.28,4.7,10.14,13.93,0.18,76.12,4.6472,0.07%
000352,000352,国富恒丰一年持有期债券C,国富恒丰一年持有期债券C,债券型-长债,王莉,国海富兰克林基金,1.1069,1.5462,-0.02,0.1,0.25,0.04,2.18,4.5,9.7,13.06,0.12,69.57,4.4541,0.00%
000354,000354,长盛城镇化主题混合A,长盛城镇化主题混合A,混合型-偏股,代毅,长盛基金,1.4576,2.1056,0.3,12.32,-13.21,-3.36,14.07,36.08,-13.44,0.11,-1.01,121.99,40.6407,0.15%
000355,000355,南方丰元信用增强债券A,南方丰元信用增强债券A,债券型-混合一级,李璇,南方基金,1.4158,1.6479,-0.01,-0.03,1.22,0.52,2.84,3.8,7.77,9.63,0.74,73.75,3.79,0.08%
000356,000356,南方丰元信用增强债券C,南方丰元信用增强债券C,债券型-混合一级,李璇,南方基金,1.3651,1.5854,-0.01,-0.04,1.19,0.43,2.64,3.39,6.92,8.31,0.63,66.13,3.3775,0.00%
000362,000362,国泰聚信价值优势混合A,国泰聚信价值优势混合A,混合型-灵活,程洲,国泰基金,1.85,2.848,-0.48,6.14,-11.99,-4.64,-2.73,-2.79,-24.89,-26.06,-2.53,240.02,1.1482,0.15%
000363,000363,国泰聚信价值优势混合C,国泰聚信价值优势混合C,混合型-灵活,程洲,国泰基金,1.82,2.814,-0.49,6.18,-12.03,-4.76,-2.93,-3.29,-25.62,-27.17,-2.62,234.02,0.6637,0.00%
000367,000367,国泰安康定期支付混合A,国泰安康定期支付混合A,混合型-偏债,茅利伟,国泰基金,1.943,1.943,0.0,0.88,-0.97,-0.26,0.62,5.48,2.59,3.68,-0.97,94.3,5.7703,0.06%
000368,000368,汇添富沪深300安中指数A,汇添富沪深300安中指数A,指数型-股票,吴振翔,汇添富基金,1.7806,2.2886,-0.02,2.56,-5.08,-1.24,-3.79,0.86,-3.99,1.12,-5.04,132.14,2.0343,0.12%
000369,000369,广发全球医疗保健指数人民币(QDII)A,广发全球医疗保健指数人民币(QDII)A,指数型-海外股票,刘杰,广发基金,2.298,2.408,1.59,3.61,-4.01,0.09,-8.01,2.45,6.54,14.33,1.1,152.84,,0.13%
000373,000373,华安中证细分医药ETF联接A,华安中证细分医药ETF联接A,指数型-股票,苏卿云,华安基金,1.0959,1.0959,-0.15,1.59,-2.16,3.73,-2.4,1.47,-23.58,-26.2,-0.46,9.59,2.4206,0.12%
000376,000376,华安中证细分医药ETF联接C,华安中证细分医药ETF联接C,指数型-股票,苏卿云,华安基金,1.0502,1.0502,-0.16,1.58,-2.2,3.63,-2.59,1.08,-24.17,-27.07,-0.58,5.02,2.0603,0.00%
000377,000377,摩根双债增利债券A,摩根双债增利债券A,债券型-混合二级,周梦婕,摩根资产管理,1.1075,1.5725,-0.05,0.46,-0.59,1.61,4.99,8.34,2.53,7.24,1.22,68.5,9.1994,0.08%
000378,000378,摩根双债增利债券C,摩根双债增利债券C,债券型-混合二级,周梦婕,摩根资产管理,1.0939,1.5259,-0.05,0.46,-0.62,1.5,4.78,7.9,1.69,5.95,1.11,61.5,8.7592,0.00%
000385,000385,景顺长城景颐双利债券A,景顺长城景颐双利债券A,债券型-混合二级,董晗/ 李怡文,景顺长城基金,1.71,1.995,-0.12,0.88,-1.21,0.23,1.6,4.2,7.82,9.06,0.0,105.16,4.6512,0.08%
000386,000386,景顺长城景颐双利债券C,景顺长城景颐双利债券C,债券型-混合二级,董晗/ 李怡文,景顺长城基金,1.635,1.912,-0.06,0.93,-1.21,0.12,1.43,3.81,7.0,7.78,-0.12,96.12,4.273,0.00%
000390,000390,华商优势行业混合,华商优势行业混合,混合型-灵活,张明昕,华商基金,1.068,3.398,-0.65,6.06,-9.49,1.33,0.09,0.66,-9.11,15.75,-0.28,597.29,4.0936,0.15%
000394,000394,融通通源短融债券A,融通通源短融债券A,债券型-中短债,陈亮/ 雷冠中,融通基金,1.1772,1.3882,0.01,0.03,0.29,0.44,1.06,2.13,4.2,6.28,0.46,43.4,2.1254,0.00%
000395,000395,汇添富安心中国债券A,汇添富安心中国债券A,债券型-长债,茹奕菡,汇添富基金,1.2031,1.4598,-0.01,0.04,0.61,0.07,1.42,3.78,7.15,8.83,0.04,46.15,3.7439,0.08%
000396,000396,汇添富安心中国债券C,汇添富安心中国债券C,债券型-长债,茹奕菡,汇添富基金,1.1868,1.4435,-0.01,0.03,0.57,-0.03,1.22,3.35,6.24,7.51,-0.08,44.49,3.316,0.00%
000398,000398,华富灵活配置混合A,华富灵活配置混合A,混合型-灵活,李孝华/ 朱程辉,华富基金,0.6742,1.1192,0.06,3.07,-6.02,-1.13,-11.25,-21.98,-44.42,-34.8,-4.25,0.95,-18.2689,0.15%
000402,000402,工银纯债债券A,工银纯债债券A,债券型-长债,谷衡/ 尹珂嘉,工银瑞信基金,1.1887,1.581,-0.01,0.02,0.66,0.31,1.83,3.25,7.75,11.5,0.35,66.19,3.2371,0.08%
000403,000403,工银纯债债券B,工银纯债债券B,债券型-长债,谷衡/ 尹珂嘉,工银瑞信基金,1.1798,1.5254,-0.01,0.01,0.62,0.21,1.63,2.83,6.89,10.16,0.23,59.06,2.8278,0.00%
000404,000404,易方达新兴成长灵活配置,易方达新兴成长灵活配置,混合型-灵活,蔡荣成,易方达基金,3.756,3.756,-0.5,6.49,-11.33,-2.52,-5.01,-0.48,-25.27,-5.01,-5.08,275.6,1.0492,0.15%
000406,000406,汇添富双利增强债券A,汇添富双利增强债券A,债券型-混合二级,丁云波/ 邵佳民,汇添富基金,1.0686,1.5199,-0.03,0.56,-2.07,-0.08,1.28,0.76,1.48,1.56,-0.04,59.16,1.1836,0.10%
000407,000407,汇添富双利增强债券C,汇添富双利增强债券C,债券型-混合二级,丁云波/ 邵佳民,汇添富基金,1.045,1.4963,-0.02,0.57,-2.1,-0.17,1.08,0.39,0.67,0.38,-0.14,55.57,0.8103,0.00%
000408,000408,民生加银城镇化混合A,民生加银城镇化混合A,混合型-灵活,芮定坤,民生加银基金,1.718,3.083,-0.46,4.06,-10.52,-3.86,-3.75,-10.01,-9.53,-15.45,-4.13,271.45,-8.9077,0.15%
000409,000409,鹏华环保产业股票,鹏华环保产业股票,股票型,孟昊,鹏华基金,2.716,2.716,-0.4,3.47,-12.39,-8.55,-15.7,-13.23,-32.71,-40.08,-9.89,171.6,-12.2172,0.15%
000410,000410,益民服务领先混合A,益民服务领先混合A,混合型-灵活,关旭/ 刘芳,益民基金,1.53,4.4882,-0.09,1.43,-0.29,17.67,18.75,19.02,18.42,10.15,18.61,405.9,19.0283,0.15%
000411,000411,景顺长城优质成长股票A,景顺长城优质成长股票A,股票型,张仲维,景顺长城基金,1.394,1.947,-0.64,7.4,-17.56,-14.27,-7.62,13.98,6.73,1.64,-10.53,107.41,16.4578,0.15%
000417,000417,国联安新精选混合A,国联安新精选混合A,混合型-灵活,章椹元,国联安基金,1.2163,1.7383,-0.16,1.41,-3.65,0.28,-1.36,6.67,-4.14,-2.09,-1.7,82.36,7.7342,0.15%
000418,000418,景顺长城成长之星股票A,景顺长城成长之星股票A,股票型,周寒颖,景顺长城基金,3.601,4.231,-0.83,6.54,-4.23,0.03,-2.97,1.86,-0.59,6.69,-1.88,321.51,3.719,0.15%
000419,000419,大摩优质信价纯债A,大摩优质信价纯债A,债券型-长债,施同亮,摩根士丹利基金,1.1115,1.4531,-0.01,0.02,1.07,0.39,2.86,4.31,9.59,6.78,0.54,51.55,4.2976,0.08%
000420,000420,大摩优质信价纯债C,大摩优质信价纯债C,债券型-长债,施同亮,摩根士丹利基金,1.0951,1.4105,-0.01,0.01,1.03,0.29,2.65,3.87,8.69,5.45,0.42,46.12,3.86,0.00%
000423,000423,前海开源事件驱动混合A,前海开源事件驱动混合A,混合型-灵活,王达,前海开源基金,1.79,1.79,0.22,5.54,-2.08,3.53,5.11,-3.45,-6.38,-8.81,-0.94,79.0,-2.7702,0.15%
000431,000431,鹏华品牌传承混合,鹏华品牌传承混合,混合型-灵活,邱成岳,鹏华基金,2.381,2.463,0.38,7.16,-1.73,4.8,4.29,9.07,-21.83,-24.6,2.5,157.54,11.9417,0.15%
000432,000432,中银优秀企业混合,中银优秀企业混合,混合型-偏股,王伟然,中银基金,1.551,1.551,-0.32,4.87,-9.46,-3.3,-7.57,-9.62,-22.91,-19.39,-5.25,55.1,-7.8431,0.15%
000433,000433,安信鑫发优选混合A,安信鑫发优选混合A,混合型-灵活,黎志军,安信基金,2.085,2.085,0.04,0.61,-5.2,3.45,1.44,8.02,-0.56,-12.3,0.13,108.5,9.0481,0.10%
000452,000452,南方医药保健灵活配置混合A,南方医药保健灵活配置混合A,混合型-灵活,王峥娇,南方基金,2.1227,2.3377,0.13,6.92,3.75,13.46,1.73,6.84,-16.23,-22.47,11.76,152.98,8.9067,0.15%
000457,000457,摩根核心成长股票A,摩根核心成长股票A,股票型,李博,摩根资产管理,2.0982,2.4072,0.11,4.85,-10.35,-0.92,-0.1,11.71,-11.74,-12.98,-2.82,145.06,13.3733,0.15%
000458,000458,英大领先回报A,英大领先回报A,混合型-灵活,霍达,英大基金,1.1161,1.7761,-0.15,6.2,-4.48,2.14,6.6,6.41,-21.0,-11.6,1.16,95.96,9.2074,0.12%
000462,000462,农银主题轮动混合A,农银主题轮动混合A,混合型-灵活,张燕,农银汇理基金,2.5574,2.5574,0.14,7.31,-9.11,-1.13,3.82,11.54,-11.15,3.4,-2.15,155.74,14.8722,0.15%
000471,000471,富国城镇发展股票,富国城镇发展股票,股票型,蒲世林,富国基金,2.175,2.675,-0.18,4.42,-3.59,0.37,0.51,1.4,-8.65,-5.6,-2.07,172.96,2.4976,0.15%
000477,000477,广发主题领先混合A,广发主题领先混合A,混合型-灵活,冯汉杰,广发基金,1.8881,1.8881,0.15,5.21,0.99,4.92,2.25,2.67,-4.83,-8.96,3.15,88.81,3.4575,0.15%
000478,000478,建信中证500指数增强A,建信中证500指数增强A,指数型-股票,叶乐天,建信基金,2.522,2.522,-0.27,5.39,-6.37,0.52,2.44,2.57,-11.61,-6.71,-2.18,152.2,4.9259,0.15%
000480,000480,东方红新动力混合A,东方红新动力混合A,混合型-灵活,周云,东方红资产管理,4.468,4.556,-0.33,3.98,-8.41,0.4,3.91,16.45,8.16,29.7,-1.93,375.63,19.3057,0.15%
000496,000496,长安产业精选混合A,长安产业精选混合A,混合型-灵活,林忠晶,长安基金,1.0113,1.2513,-0.07,7.76,-6.78,0.21,-8.75,-8.61,-33.13,-33.52,-2.09,26.2,-6.4044,0.15%
000503,000503,中信建投景和中短债A,中信建投景和中短债A,债券型-中短债,杨龙龙,中信建投基金,1.1269,1.4359,0.0,0.03,0.25,0.39,1.57,2.58,6.79,9.98,0.41,50.59,2.5667,0.03%
000504,000504,中信建投景和中短债C,中信建投景和中短债C,债券型-中短债,杨龙龙,中信建投基金,1.1237,1.3847,0.0,0.02,0.21,0.29,1.36,2.17,5.93,8.65,0.29,44.02,2.1731,0.00%
000507,000507,宏利宏达混合A,宏利宏达混合A,混合型-偏债,刘晓晨/ 宁霄,宏利基金,1.134,1.625,-0.09,0.89,-1.9,0.98,3.66,3.75,0.49,-1.83,0.71,70.74,4.1322,0.12%
000508,000508,宏利宏达混合B,宏利宏达混合B,混合型-偏债,刘晓晨/ 宁霄,宏利基金,1.117,1.56,-0.09,0.9,-1.93,0.9,3.52,3.52,-0.19,-2.73,0.54,63.29,3.8104,0.00%
000511,000511,国泰国策驱动灵活配置混合A,国泰国策驱动灵活配置混合A,混合型-灵活,邓时锋/ 高崇南/ 王琳/ 魏伟,国泰基金,1.707,1.841,0.0,0.95,-2.01,-0.81,-0.64,-1.44,-4.26,-3.99,-1.9,83.55,-0.9861,0.06%
000512,000512,国泰沪深300指数增强A,国泰沪深300指数增强A,指数型-股票,吴中昊,国泰基金,1.1688,2.1217,0.21,3.08,-5.73,-0.2,0.3,7.65,-1.94,-5.31,-3.29,117.68,8.7863,0.10%
000513,000513,富国高端制造行业股票A,富国高端制造行业股票A,股票型,毕天宇,富国基金,2.718,2.718,-0.29,6.97,-11.0,-2.48,-3.51,-2.05,-15.69,-10.91,-2.09,171.8,-0.2935,0.15%
000520,000520,上银新兴价值成长混合,上银新兴价值成长混合,混合型-灵活,赵治烨,上银基金,1.018,2.496,0.0,2.62,-4.05,-0.39,0.79,3.88,-1.36,-0.41,-3.14,222.5,4.6249,0.15%
000522,000522,华润元大信息传媒科技混合A,华润元大信息传媒科技混合A,混合型-偏股,刘宏毅,华润元大基金,3.0774,3.0774,-0.43,8.39,-3.47,2.16,0.38,25.08,24.19,58.47,0.57,207.74,28.5732,0.15%
000523,000523,国投瑞银医疗保健混合A,国投瑞银医疗保健混合A,混合型-灵活,刘泽序,国投瑞银基金,0.8743,2.1993,-0.35,5.49,3.79,12.77,6.88,5.59,-11.24,-16.97,9.69,109.38,8.6087,0.15%
000524,000524,摩根民生需求股票A,摩根民生需求股票A,股票型,杨景喻,摩根资产管理,1.732,2.171,0.49,4.96,-5.67,-0.6,-3.69,-3.87,-25.39,-29.32,-2.53,116.57,-1.8252,0.15%
000526,000526,国泰浓益灵活配置混合A,国泰浓益灵活配置混合A,混合型-灵活,茅利伟,国泰基金,1.351,1.758,0.3,1.58,-1.03,0.22,0.75,6.55,3.76,5.59,-1.31,84.18,6.7141,0.08%
000527,000527,南方新优享灵活配置混合A,南方新优享灵活配置混合A,混合型-灵活,章晖,南方基金,2.9194,2.9194,0.02,5.42,-5.83,-3.69,-8.05,-9.98,-13.55,-26.83,-5.48,191.94,-8.9679,0.15%
000529,000529,广发竞争优势混合A,广发竞争优势混合A,混合型-灵活,吴兴武,广发基金,3.0,3.0,-0.1,3.21,-1.34,6.69,0.99,0.9,-19.85,-14.28,3.16,200.0,2.7221,0.15%
000530,000530,招商丰盛稳定增长混合A,招商丰盛稳定增长混合A,混合型-灵活,苏超,招商基金,1.3,1.3,-0.15,1.4,-2.62,1.56,3.34,4.25,-22.3,-18.39,-0.99,30.0,4.9233,0.15%
