序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
55,蔡丹,宝盈基金,宝盈华证龙头红利50指数发起式A,2851,17.09,65.98
55,蔡丹,宝盈基金,宝盈华证龙头红利50指数发起式C,2851,17.09,65.98
55,蔡丹,宝盈基金,宝盈北证50成份指数发起式A,2851,17.09,65.98
55,蔡丹,宝盈基金,宝盈北证50成份指数发起式C,2851,17.09,65.98
55,蔡丹,宝盈基金,宝盈中证A100指数增强A,2851,17.09,65.98
56,陈栋,光大保德信基金,光大保德信银发商机混合A,3695,1.95,68.38
56,陈栋,光大保德信基金,光大欣鑫混合A,3695,1.95,68.38
56,陈栋,光大保德信基金,光大欣鑫混合C,3695,1.95,68.38
56,陈栋,光大保德信基金,光大保德信数字经济主题混合A,3695,1.95,68.38
56,陈栋,光大保德信基金,光大保德信数字经济主题混合C,3695,1.95,68.38
56,陈栋,光大保德信基金,光大保德信中小盘混合C,3695,1.95,68.38
56,陈栋,光大保德信基金,光大保德信银发商机混合C,3695,1.95,68.38
56,陈栋,光大保德信基金,光大保德信中小盘混合A,3695,1.95,68.38
57,陈迪,财通资管,财通资管博宏积极6个月持有混合发起式(FOF)A,734,0.11,-3.43
57,陈迪,财通资管,财通资管博宏积极6个月持有混合发起式(FOF)C,734,0.11,-3.43
58,陈丹琳,工银瑞信基金,工银瑞信悦享混合A,3378,1.62,-30.0
58,陈丹琳,工银瑞信基金,工银瑞信悦享混合C,3378,1.62,-30.0
59,陈大烨,鹏华基金,鹏华安颐混合A,1388,5.95,6.67
59,陈大烨,鹏华基金,鹏华安颐混合C,1388,5.95,6.67
59,陈大烨,鹏华基金,鹏华精新添利债券A,1388,5.95,6.67
59,陈大烨,鹏华基金,鹏华精新添利债券C,1388,5.95,6.67
59,陈大烨,鹏华基金,鹏华增瑞混合(LOF)C,1388,5.95,6.67
59,陈大烨,鹏华基金,鹏华增瑞混合(LOF)A,1388,5.95,6.67
60,柴迪伊,安信基金,安信聚利增强债券A,480,31.19,16.64
60,柴迪伊,安信基金,安信聚利增强债券C,480,31.19,16.64
60,柴迪伊,安信基金,安信鑫日享中短债A,480,31.19,16.64
60,柴迪伊,安信基金,安信鑫日享中短债C,480,31.19,16.64
60,柴迪伊,安信基金,安信尊享添利利率债A,480,31.19,16.64
60,柴迪伊,安信基金,安信尊享添利利率债C,480,31.19,16.64
60,柴迪伊,安信基金,安信聚利增强债券B,480,31.19,16.64
61,程放,长信基金,长信乐信灵活配置混合A,1607,3.16,9.72
61,程放,长信基金,长信乐信灵活配置混合C,1607,3.16,9.72
61,程放,长信基金,长信先优债券A,1607,3.16,9.72
61,程放,长信基金,长信先锐混合C,1607,3.16,9.72
61,程放,长信基金,长信先优债券C,1607,3.16,9.72
61,程放,长信基金,长信先锐混合E,1607,3.16,9.72
61,程放,长信基金,长信利发债券,1607,3.16,9.72
61,程放,长信基金,长信先锐混合A,1607,3.16,9.72
62,陈飞,朱雀基金,朱雀企业优胜A,656,17.06,10.55
62,陈飞,朱雀基金,朱雀企业优胜C,656,17.06,10.55
62,陈飞,朱雀基金,朱雀匠心一年持有,656,17.06,10.55
63,陈芳菲,上银基金,上银政策性金融债债券A,2622,155.43,24.39
63,陈芳菲,上银基金,上银慧恒收益增强债券A,2622,155.43,24.39
63,陈芳菲,上银基金,上银慧恒收益增强债券C,2622,155.43,24.39
63,陈芳菲,上银基金,上银慧鑫利债券,2622,155.43,24.39
63,陈芳菲,上银基金,上银政策性金融债债券C,2622,155.43,24.39
64,陈富权,农银汇理基金,农银研究精选混合,4296,43.57,175.16
64,陈富权,农银汇理基金,农银均衡收益混合,4296,43.57,175.16
64,陈富权,农银汇理基金,农银先进制造混合A,4296,43.57,175.16
64,陈富权,农银汇理基金,农银先进制造混合C,4296,43.57,175.16
64,陈富权,农银汇理基金,农银行业成长混合,4296,43.57,175.16
64,陈富权,农银汇理基金,农银平衡双利混合,4296,43.57,175.16
64,陈富权,农银汇理基金,农银策略价值混合,4296,43.57,175.16
64,陈富权,农银汇理基金,农银行业成长混合H,4296,43.57,175.16
65,曹芙蓉,华润元大基金,华润元大润泽债券A,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润泽债券C,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润丰纯债债券A,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润丰纯债债券C,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润泽债券D,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润丰纯债债券D,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润享三个月定开债A,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大润享三个月定开债C,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大泓远利率债A,479,34.97,5.91
65,曹芙蓉,华润元大基金,华润元大泓远利率债C,479,34.97,5.91
66,蔡凤仪,中泰证券(上海)资管,中泰青月安盈66个月定开债,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安睿债券A,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安睿债券C,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安益利率债A,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安益利率债C,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安悦6个月定开债A,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安悦6个月定开债C,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安弘债券A,1440,138.1,18.17
66,蔡凤仪,中泰证券(上海)资管,中泰安弘债券C,1440,138.1,18.17
67,崔飞燕,长信基金,长信稳兴三个月定开债券A,349,25.03,3.28
67,崔飞燕,长信基金,长信稳兴三个月定开债券C,349,25.03,3.28
67,崔飞燕,长信基金,长信90天滚动持有债券A,349,25.03,3.28
67,崔飞燕,长信基金,长信90天滚动持有债券C,349,25.03,3.28
67,崔飞燕,长信基金,长信稳兴三个月定开债券E,349,25.03,3.28
67,崔飞燕,长信基金,长信利率C,349,25.03,3.28
67,崔飞燕,长信基金,长信利率A,349,25.03,3.28
68,陈桂都,工银瑞信基金,工银中高等级信用债债券A,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银中高等级信用债债券B,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银泰享三年理财债券,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银恒享纯债债券A,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银丰淳半年定开债券,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银瑞景定开发起式债券,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银瑞泽定开债券,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银泰颐三年定开债券A,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银泰颐三年定开债券C,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银瑞达一年定开纯债发起式,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银恒享纯债债券C,3188,508.35,35.52
68,陈桂都,工银瑞信基金,工银中高等级信用债债券D,3188,508.35,35.52
69,蔡国栋,中银基金,中银远见成长混合A,634,0.37,-24.34
69,蔡国栋,中银基金,中银远见成长混合C,634,0.37,-24.34
70,陈国峰,华夏基金,华夏中证800指数增强A,973,1.91,29.3
70,陈国峰,华夏基金,华夏中证800指数增强C,973,1.91,29.3
70,陈国峰,华夏基金,华夏中证2000ETF,973,1.91,29.3
71,陈顾君,浙商证券资管,浙商汇金量化臻选股票A,1952,1.28,13.04
71,陈顾君,浙商证券资管,浙商汇金量化臻选股票C,1952,1.28,13.04
71,陈顾君,浙商证券资管,浙商汇金中证A500指数A,1952,1.28,13.04
71,陈顾君,浙商证券资管,浙商汇金中证A500指数C,1952,1.28,13.04
72,车广路,湘财基金,湘财长兴灵活配置混合A,4701,1.35,-6.38
72,车广路,湘财基金,湘财长兴灵活配置混合C,4701,1.35,-6.38
72,车广路,湘财基金,湘财成长优选一年持有混合A,4701,1.35,-6.38
72,车广路,湘财基金,湘财成长优选一年持有混合C,4701,1.35,-6.38
72,车广路,湘财基金,湘财新能源量化选股混合A,4701,1.35,-6.38
72,车广路,湘财基金,湘财新能源量化选股混合C,4701,1.35,-6.38
73,陈功谋,招商证券资管,招商资管智远天添利货币,1127,577.67,3.29
74,陈亘斯,长盛基金,长盛战略新兴产业混合C,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛同鑫行业配置混合C,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛沪深300指数(LOF)C,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中证证券公司指数(LOF)C,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛北证50成份指数增强A,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛北证50成份指数增强C,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中证红利低波动100指数A,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中证红利低波动100指数C,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛环球行业混合(QDII),2188,17.72,62.76
74,陈亘斯,长盛基金,长盛同鑫行业配置混合A,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛战略新兴产业混合A,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中小盘精选混合,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛同庆中证800(LOF),2188,17.72,62.76
74,陈亘斯,长盛基金,长盛沪深300指数(LOF)A,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中证申万一带一路指数(LOF),2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中证证券公司指数(LOF)A,2188,17.72,62.76
74,陈亘斯,长盛基金,长盛中证A100指数,2188,17.72,62.76
75,崔古昕,新华基金,新华鑫动力灵活配置混合A,896,8.71,-45.02
75,崔古昕,新华基金,新华鑫动力灵活配置混合C,896,8.71,-45.02
76,陈皓,易方达基金,易方达新经济混合,4623,277.74,374.54
76,陈皓,易方达基金,易方达改革红利混合,4623,277.74,374.54
76,陈皓,易方达基金,易方达均衡成长股票,4623,277.74,374.54
76,陈皓,易方达基金,易方达港股通成长混合A,4623,277.74,374.54
76,陈皓,易方达基金,易方达港股通成长混合C,4623,277.74,374.54
76,陈皓,易方达基金,易方达品质动能三年持有混合A,4623,277.74,374.54
76,陈皓,易方达基金,易方达品质动能三年持有混合C,4623,277.74,374.54
76,陈皓,易方达基金,易方达平稳增长混合,4623,277.74,374.54
76,陈皓,易方达基金,易方达科翔混合,4623,277.74,374.54
76,陈皓,易方达基金,易方达创新未来混合(LOF),4623,277.74,374.54
77,陈恒,华商基金,华商双驱优选混合,2861,4.66,3.8
77,陈恒,华商基金,华商新常态混合A,2861,4.66,3.8
77,陈恒,华商基金,华商鑫安灵活混合,2861,4.66,3.8
77,陈恒,华商基金,华商均衡30,2861,4.66,3.8
77,陈恒,华商基金,华商新常态混合C,2861,4.66,3.8
78,陈涵,工银瑞信基金,工银全球美元债A人民币,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银全球美元债A美元现汇,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银全球美元债C,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银可转债优选债券A,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银可转债优选债券C,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银瑞信添慧债券A,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银瑞信添慧债券C,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银稳健回报60天持有期短债A,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银稳健回报60天持有期短债C,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银瑞诚一年定开债券A,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银瑞诚一年定开债券C,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银稳润一年持有混合A,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银稳润一年持有混合C,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银增强收益债券B,2167,21.8,10.88
78,陈涵,工银瑞信基金,工银增强收益债券A,2167,21.8,10.88
79,陈皓,东方基金,东方创新成长混合A,1038,0.96,-8.12
79,陈皓,东方基金,东方创新成长混合C,1038,0.96,-8.12
79,陈皓,东方基金,东方专精特新混合发起式A,1038,0.96,-8.12
79,陈皓,东方基金,东方专精特新混合发起式C,1038,0.96,-8.12
80,成皓,富达基金(中国),富达裕达纯债A,551,34.11,5.63
80,成皓,富达基金(中国),富达裕达纯债C,551,34.11,5.63
80,成皓,富达基金(中国),富达90天债券A,551,34.11,5.63
80,成皓,富达基金(中国),富达90天债券C,551,34.11,5.63
80,成皓,富达基金(中国),富达中债0-2年政策性金融债A,551,34.11,5.63
80,成皓,富达基金(中国),富达中债0-2年政策性金融债C,551,34.11,5.63
80,成皓,富达基金(中国),富达中债0-5年政策性金融债A,551,34.11,5.63
80,成皓,富达基金(中国),富达中债0-5年政策性金融债C,551,34.11,5.63
81,陈寒,淳厚基金,淳厚稳惠债券A,381,30.42,1.38
81,陈寒,淳厚基金,淳厚稳惠债券C,381,30.42,1.38
81,陈寒,淳厚基金,淳厚稳荣一年定开债发起,381,30.42,1.38
81,陈寒,淳厚基金,淳厚瑞和债券A,381,30.42,1.38
81,陈寒,淳厚基金,淳厚瑞和债券C,381,30.42,1.38
82,陈涵,工银瑞信基金,工银安裕积极一年持有混合(FOF)A,54,0.93,1.54
82,陈涵,工银瑞信基金,工银安裕积极一年持有混合(FOF)C,54,0.93,1.54
83,CHEN JUDY(陈修竹),摩根士丹利基金,大摩新兴产业股票,818,1.95,-11.31
83,CHEN JUDY(陈修竹),摩根士丹利基金,大摩基础行业混合,818,1.95,-11.31
84,陈会荣,大成基金,大成全球美元债(QDII)A人民币,3215,3.37,3.63
84,陈会荣,大成基金,大成全球美元债(QDII)C人民币,3215,3.37,3.63
84,陈会荣,大成基金,大成全球美元债(QDII)A美元,3215,3.37,3.63
84,陈会荣,大成基金,大成全球美元债(QDII)C美元,3215,3.37,3.63
85,陈皓松,南方基金,南方中债0-5年中高等级江苏省城投类债券指数A,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-5年中高等级江苏省城投类债券指数C,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-2年国开行债券指数A,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-2年国开行债券指数C,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-2年国开行债券指数E,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-2年国开行债券指数I,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-2年国开行债券指数D,87,59.86,1.51
85,陈皓松,南方基金,南方中债0-5年中高等级江苏省城投类债券指数D,87,59.86,1.51
85,陈皓松,南方基金,南方上证基准做市公司债ETF,87,59.86,1.51
86,陈怀逸,华宝基金,华宝新兴成长混合A,1259,4.85,-10.9
86,陈怀逸,华宝基金,华宝新兴成长混合C,1259,4.85,-10.9
86,陈怀逸,华宝基金,华宝新兴产业混合,1259,4.85,-10.9
87,陈浩宇,平安基金,平安增利六个月定开债A,656,18.16,12.32
87,陈浩宇,平安基金,平安增利六个月定开债C,656,18.16,12.32
87,陈浩宇,平安基金,平安增利六个月定开债E,656,18.16,12.32
87,陈浩宇,平安基金,平安鼎弘混合(LOF)C,656,18.16,12.32
87,陈浩宇,平安基金,平安鼎弘混合(LOF)D,656,18.16,12.32
87,陈浩宇,平安基金,平安双盈添益债券A,656,18.16,12.32
87,陈浩宇,平安基金,平安双盈添益债券C,656,18.16,12.32
87,陈浩宇,平安基金,平安双盈添益债券E,656,18.16,12.32
87,陈浩宇,平安基金,平安瑞利6个月持有混合A,656,18.16,12.32
87,陈浩宇,平安基金,平安瑞利6个月持有混合C,656,18.16,12.32
87,陈浩宇,平安基金,平安鼎弘混合(LOF)E,656,18.16,12.32
87,陈浩宇,平安基金,平安鼎弘混合(LOF)A,656,18.16,12.32
88,曹晋,富国基金,富国中小盘精选混合A,4295,77.9,180.9
88,曹晋,富国基金,富国科技创新灵活配置混合,4295,77.9,180.9
88,曹晋,富国基金,富国创新趋势股票,4295,77.9,180.9
88,曹晋,富国基金,富国成长动力混合A,4295,77.9,180.9
88,曹晋,富国基金,富国匠心精选12个月持有混合A,4295,77.9,180.9
88,曹晋,富国基金,富国匠心精选12个月持有混合C,4295,77.9,180.9
88,曹晋,富国基金,富国中小盘精选混合C,4295,77.9,180.9
88,曹晋,富国基金,富国通胀通缩主题轮动混合C,4295,77.9,180.9
88,曹晋,富国基金,富国成长动力混合C,4295,77.9,180.9
88,曹晋,富国基金,富国通胀通缩主题轮动混合A,4295,77.9,180.9
88,曹晋,富国基金,富国创业板两年定开混合,4295,77.9,180.9
89,陈杰,华商基金,华商鸿丰纯债,985,32.91,7.28
89,陈杰,华商基金,华商鸿悦纯债债券,985,32.91,7.28
90,蔡静,中银基金,中银薪钱包货币,1911,1705.85,11.53
90,蔡静,中银基金,中银机构现金管理货币A,1911,1705.85,11.53
90,蔡静,中银基金,中银稳汇短债债券A,1911,1705.85,11.53
90,蔡静,中银基金,中银稳汇短债债券C,1911,1705.85,11.53
90,蔡静,中银基金,中银稳汇短债债券E,1911,1705.85,11.53
90,蔡静,中银基金,中银机构现金管理货币E,1911,1705.85,11.53
90,蔡静,中银基金,中银机构现金管理货币C,1911,1705.85,11.53
90,蔡静,中银基金,中银货币C,1911,1705.85,11.53
90,蔡静,中银基金,中银货币D,1911,1705.85,11.53
90,蔡静,中银基金,中银货币A,1911,1705.85,11.53
90,蔡静,中银基金,中银货币B,1911,1705.85,11.53
91,陈佶,达诚基金,达诚定海双月享60天滚动持有短债A,1161,20.3,11.37
91,陈佶,达诚基金,达诚定海双月享60天滚动持有短债C,1161,20.3,11.37
91,陈佶,达诚基金,达诚腾益债券A,1161,20.3,11.37
91,陈佶,达诚基金,达诚腾益债券C,1161,20.3,11.37
91,陈佶,达诚基金,达诚致益债券发起式A,1161,20.3,11.37
91,陈佶,达诚基金,达诚致益债券发起式C,1161,20.3,11.37
91,陈佶,达诚基金,达诚中证同业存单AAA指数7天持有期,1161,20.3,11.37
92,程剑,嘉实基金,嘉实丰益纯债定期债券A,895,166.76,16.37
92,程剑,嘉实基金,嘉实稳荣债券,895,166.76,16.37
92,程剑,嘉实基金,嘉实致诚纯债债券,895,166.76,16.37
92,程剑,嘉实基金,嘉实丰益纯债定期债券C,895,166.76,16.37
93,程剑,兴证全球基金,兴证全球品质甄选混合A,847,1.41,3.15
