fund_code,fund_name,fund_type,manager_name,company,current_fund,experience_days,total_asset,best_return
000314,招商瑞丰灵活配置混合发起式A,混合型-灵活,王刚,招商基金,招商瑞丰灵活配置混合发起式A,2998,19.92,55.6
000319,宏利淘利债券A,债券型-混合一级,蔡熠阳/ 李宇璐,宏利基金,宏利淘利债券A,609/ 1418,46.82/ 168.0,4.06/ 16.16
000320,宏利淘利债券C,债券型-混合一级,蔡熠阳/ 李宇璐,宏利基金,宏利淘利债券C,609/ 1418,46.82/ 168.0,4.06/ 16.16
000322,农银汇理金汇债券A,债券型-长债,彭璧和/ 周宇,农银汇理基金,农银汇理金汇债券A,81/ 2516,12.76/ 78.06,0.71/ 21.94
000324,华润元大现金收益货币A,货币型-普通货币,程涛涛,华润元大基金,华润元大现金收益货币A,633,149.29,8.88
000325,华润元大现金收益货币B,货币型-普通货币,程涛涛,华润元大基金,华润元大现金收益货币B,633,149.29,8.88
000326,南方中小盘成长股票A,股票型,吴剑毅,南方基金,南方中小盘成长股票A,3965,14.3,73.86
000327,南方潜力新蓝筹混合A,混合型-偏股,钟贇,南方基金,南方潜力新蓝筹混合A,2916,21.95,-10.52
000328,摩根转型动力混合A,混合型-灵活,杨景喻,摩根资产管理,摩根转型动力混合A,3583,19.97,32.86
000329,鹏华丰饶定开债,债券型-混合一级,张丽娟,鹏华基金,鹏华丰饶定开债,1937,147.84,16.82
000330,汇添富现金宝货币A,货币型-普通货币,温开强/ 徐寅喆,汇添富基金,汇添富现金宝货币A,2484/ 3925,1067.75/ 3933.18,9.95/ 33.34
000331,中加货币A,货币型-普通货币,魏泰源,中加基金,中加货币A,2440,162.75,16.98
000332,中加货币C,货币型-普通货币,魏泰源,中加基金,中加货币C,2440,162.75,16.98
000333,长城稳固收益债券A,债券型-混合二级,张棪,长城基金,长城稳固收益债券A,2819,182.64,64.69
000334,长城稳固收益债券C,债券型-混合二级,张棪,长城基金,长城稳固收益债券C,2819,182.64,64.69
000335,安信永利信用债券C,债券型-混合一级,黄琬舒,安信基金,安信永利信用债券C,1254,136.01,11.53
000336,农银研究精选混合,混合型-灵活,陈富权,农银汇理基金,农银研究精选混合,4296,43.57,175.16
000338,鹏华双债保利债券B,债券型-混合二级,吴国杰/ 祝松,鹏华基金,鹏华双债保利债券B,1510/ 4111,48.34/ 236.51,15.77/ 99.45
000339,长城医疗保健混合A,混合型-偏股,谭小兵,长城基金,长城医疗保健混合A,3400,26.46,134.1
000341,嘉实新兴市场C2(QDII),QDII-纯债,顾俊伦/ 韩同利,嘉实基金,嘉实新兴市场C2(QDII),172/ 1068,19.72/ 19.92,1.3/ 15.24
000342,嘉实新兴市场A1(QDII),QDII-纯债,顾俊伦/ 韩同利,嘉实基金,嘉实新兴市场A1(QDII),172/ 1068,19.72/ 19.92,1.3/ 15.24
000343,华夏财富宝货币A,货币型-普通货币,曲波/ 周飞,华夏基金,华夏财富宝货币A,6338/ 3140,4689.55/ 4361.11,65.73/ 25.32
000345,鹏华丰融定开债,债券型-混合一级,刘涛,鹏华基金,鹏华丰融定开债,3286,347.88,73.47
000346,建信安心回报6个月定开A,债券型-长债,吴轶/ 闫晗,建信基金,建信安心回报6个月定开A,986/ 2761,117.23/ 553.98,7.8/ 37.02
000347,建信安心回报6个月定开C,债券型-长债,吴轶/ 闫晗,建信基金,建信安心回报6个月定开C,986/ 2761,117.23/ 553.98,7.8/ 37.02
000351,国富恒丰一年持有期债券A,债券型-长债,王莉,国海富兰克林基金,国富恒丰一年持有期债券A,3412,233.65,42.03
000352,国富恒丰一年持有期债券C,债券型-长债,王莉,国海富兰克林基金,国富恒丰一年持有期债券C,3412,233.65,42.03
000354,长盛城镇化主题混合A,混合型-偏股,代毅,长盛基金,长盛城镇化主题混合A,2547,5.8,35.7
000355,南方丰元信用增强债券A,债券型-混合一级,李璇,南方基金,南方丰元信用增强债券A,5360,165.47,112.51
000356,南方丰元信用增强债券C,债券型-混合一级,李璇,南方基金,南方丰元信用增强债券C,5360,165.47,112.51
000359,易方达易理财货币A,货币型-普通货币,刘朝阳/ 石大怿,易方达基金,易方达易理财货币A,4632/ 4564,3292.87/ 4574.03,29.16/ 45.97
000362,国泰聚信价值优势混合A,混合型-灵活,程洲,国泰基金,国泰聚信价值优势混合A,6262,66.12,263.73
000363,国泰聚信价值优势混合C,混合型-灵活,程洲,国泰基金,国泰聚信价值优势混合C,6262,66.12,263.73
000366,汇添富添富通货币A,货币型-普通货币,许娅/ 徐寅喆,汇添富基金,汇添富添富通货币A,3952/ 3925,695.13/ 3933.18,4.58/ 33.34
000367,国泰安康定期支付混合A,混合型-偏债,茅利伟,国泰基金,国泰安康定期支付混合A,712,38.07,10.99
000368,汇添富沪深300安中指数A,指数型-股票,吴振翔,汇添富基金,汇添富沪深300安中指数A,5588,194.76,138.99
000369,广发全球医疗保健指数人民币(QDII)A,指数型-海外股票,刘杰,广发基金,广发全球医疗保健指数人民币(QDII)A,4073,759.13,182.89
000370,广发全球医疗保健美元现汇(QDII)A,指数型-海外股票,刘杰,广发基金,广发全球医疗保健美元现汇(QDII)A,4073,759.13,182.89
000371,民生加银现金宝货币A,货币型-普通货币,李文君/ 谢志华,民生加银基金,民生加银现金宝货币A,3979/ 4955,393.05/ 206.66,67.47/ 14.47
000372,中银惠利半年定期开放债券A,债券型-长债,季宬,中银基金,中银惠利半年定期开放债券A,61,93.63,1.08
000373,华安中证细分医药ETF联接A,指数型-股票,苏卿云,华安基金,华安中证细分医药ETF联接A,3080,73.96,51.53
000376,华安中证细分医药ETF联接C,指数型-股票,苏卿云,华安基金,华安中证细分医药ETF联接C,3080,73.96,51.53
000377,摩根双债增利债券A,债券型-混合二级,周梦婕,摩根资产管理,摩根双债增利债券A,2122,44.36,9.38
000378,摩根双债增利债券C,债券型-混合二级,周梦婕,摩根资产管理,摩根双债增利债券C,2122,44.36,9.38
000379,平安日增利货币A,货币型-普通货币,罗薇/ 钱进,平安基金,平安日增利货币A,2744/ 1092,3721.59/ 1952.85,10.28/ 1.83
000380,景顺长城景益货币A,货币型-普通货币,陈威霖/ 米良,景顺长城基金,景顺长城景益货币A,3323/ 2396,1947.73/ 2093.17,26.36/ 15.47
000381,景顺长城景益货币B,货币型-普通货币,陈威霖/ 米良,景顺长城基金,景顺长城景益货币B,3323/ 2396,1947.73/ 2093.17,26.36/ 15.47
000385,景顺长城景颐双利债券A,债券型-混合二级,董晗/ 李怡文,景顺长城基金,景顺长城景颐双利债券A,4954/ 4556,308.9/ 449.79,29.4/ 28.51
000386,景顺长城景颐双利债券C,债券型-混合二级,董晗/ 李怡文,景顺长城基金,景顺长城景颐双利债券C,4954/ 4556,308.9/ 449.79,29.4/ 28.51
000389,广发天天红货币A,货币型-普通货币,任爽/ 温秀娟/ 周卓熙,广发基金,广发天天红货币A,4548/ 5506/ 1481,5135.92/ 4005.6/ 3204.63,38.47/ 61.88/ 8.68
000390,华商优势行业混合,混合型-灵活,张明昕,华商基金,华商优势行业混合,83,48.56,-7.25
000394,融通通源短融债券A,债券型-中短债,陈亮/ 雷冠中,融通基金,融通通源短融债券A,516/ 508,5.61/ 55.42,3.25/ 4.73
000395,汇添富安心中国债券A,债券型-长债,茹奕菡,汇添富基金,汇添富安心中国债券A,2428,95.86,20.56
000396,汇添富安心中国债券C,债券型-长债,茹奕菡,汇添富基金,汇添富安心中国债券C,2428,95.86,20.56
000397,汇添富全额宝货币A,货币型-普通货币,王骏杰/ 徐寅喆,汇添富基金,汇添富全额宝货币A,1734/ 3925,2509.95/ 3933.18,9.61/ 33.34
000398,华富灵活配置混合A,混合型-灵活,李孝华/ 朱程辉,华富基金,华富灵活配置混合A,1480/ 84,56.21/ 0.55,16.41/ -0.29
000402,工银纯债债券A,债券型-长债,谷衡/ 尹珂嘉,工银瑞信基金,工银纯债债券A,4577/ 570,217.97/ 216.65,39.32/ 7.2
000403,工银纯债债券B,债券型-长债,谷衡/ 尹珂嘉,工银瑞信基金,工银纯债债券B,4577/ 570,217.97/ 216.65,39.32/ 7.2
000404,易方达新兴成长灵活配置,混合型-灵活,蔡荣成,易方达基金,易方达新兴成长灵活配置,2219,52.6,21.33
000406,汇添富双利增强债券A,债券型-混合二级,丁云波/ 邵佳民,汇添富基金,汇添富双利增强债券A,432/ 5098,9.42/ 22.04,3.42/ 6.14
000407,汇添富双利增强债券C,债券型-混合二级,丁云波/ 邵佳民,汇添富基金,汇添富双利增强债券C,432/ 5098,9.42/ 22.04,3.42/ 6.14
000408,民生加银城镇化混合A,混合型-灵活,芮定坤,民生加银基金,民生加银城镇化混合A,1267,4.33,1.89
000409,鹏华环保产业股票,股票型,孟昊,鹏华基金,鹏华环保产业股票,2662,30.73,84.45
000410,益民服务领先混合A,混合型-灵活,关旭/ 刘芳,益民基金,益民服务领先混合A,606/ 269,3.56/ 0.4,25.04/ 24.05
000411,景顺长城优质成长股票A,股票型,张仲维,景顺长城基金,景顺长城优质成长股票A,3366,80.67,42.44
000414,嘉实绝对收益策略定期混合A,混合型-绝对收益,龙昌伦,嘉实基金,嘉实绝对收益策略定期混合A,2895,27.98,60.69
000415,大摩添利18个月定开债A,债券型-长债,陈言一/ 吴慧文,摩根士丹利基金,大摩添利18个月定开债A,928/ 1398,4.83/ 23.22,11.69/ 10.42
000416,大摩添利18个月定开债C,债券型-长债,陈言一/ 吴慧文,摩根士丹利基金,大摩添利18个月定开债C,928/ 1398,4.83/ 23.22,11.69/ 10.42
000417,国联安新精选混合A,混合型-灵活,章椹元,国联安基金,国联安新精选混合A,2786,385.66,20.69
000418,景顺长城成长之星股票A,股票型,周寒颖,景顺长城基金,景顺长城成长之星股票A,3279,44.86,125.22
000419,大摩优质信价纯债A,债券型-长债,施同亮,摩根士丹利基金,大摩优质信价纯债A,3059,101.86,33.46
000420,大摩优质信价纯债C,债券型-长债,施同亮,摩根士丹利基金,大摩优质信价纯债C,3059,101.86,33.46
000423,前海开源事件驱动混合A,混合型-灵活,王达,前海开源基金,前海开源事件驱动混合A,808,0.51,-1.94
000424,长盛添利宝货币A,货币型-普通货币,王赛飞/ 王文豪,长盛基金,长盛添利宝货币A,2530/ 248,287.74/ 279.81,15.45/ 1.19
000425,长盛添利宝货币B,货币型-普通货币,王赛飞/ 王文豪,长盛基金,长盛添利宝货币B,2530/ 248,287.74/ 279.81,15.45/ 1.19
000431,鹏华品牌传承混合,混合型-灵活,邱成岳,鹏华基金,鹏华品牌传承混合,485,2.25,12.99
000432,中银优秀企业混合,混合型-偏股,王伟然,中银基金,中银优秀企业混合,1666,7.45,-2.82
000433,安信鑫发优选混合A,混合型-灵活,黎志军,安信基金,安信鑫发优选混合A,1291,4.99,3.41
000434,新华壹诺宝货币A,货币型-普通货币,李洁,新华基金,新华壹诺宝货币A,1840,260.56,94.9
000436,易方达裕惠定开混合A,混合型-偏债,胡剑,易方达基金,易方达裕惠定开混合A,4835,643.03,180.79
000452,南方医药保健灵活配置混合A,混合型-灵活,王峥娇,南方基金,南方医药保健灵活配置混合A,2495,21.96,33.78
000457,摩根核心成长股票A,股票型,李博,摩根资产管理,摩根核心成长股票A,3799,33.17,106.91
000458,英大领先回报A,混合型-灵活,霍达,英大基金,英大领先回报A,838,1.11,6.87
000459,英大领先回报B,混合型-灵活,霍达,英大基金,英大领先回报B,838,1.11,6.87
000462,农银主题轮动混合A,混合型-灵活,张燕,农银汇理基金,农银主题轮动混合A,2988,38.72,85.12
000464,嘉实活期宝货币A,货币型-普通货币,张文玥,嘉实基金,嘉实活期宝货币A,3939,1354.15,29.59
000465,景顺长城鑫月薪定期支付债券,债券型-长债,赵天彤,景顺长城基金,景顺长城鑫月薪定期支付债券,1264,217.46,12.76
000469,富国目标齐利一年期纯债债券,债券型-长债,黄纪亮/ 张洋,富国基金,富国目标齐利一年期纯债债券,4472/ 1825,386.22/ 263.9,106.87/ 19.82
000471,富国城镇发展股票,股票型,蒲世林,富国基金,富国城镇发展股票,2350,83.82,121.88
000475,广发天天利货币A,货币型-普通货币,任爽/ 曾雪兰/ 周卓熙,广发基金,广发天天利货币A,4548/ 3230/ 1481,5135.92/ 2429.71/ 3204.63,38.47/ 24.78/ 8.68
000476,广发天天利货币B,货币型-普通货币,任爽/ 曾雪兰/ 周卓熙,广发基金,广发天天利货币B,4548/ 3230/ 1481,5135.92/ 2429.71/ 3204.63,38.47/ 24.78/ 8.68
000477,广发主题领先混合A,混合型-灵活,冯汉杰,广发基金,广发主题领先混合A,2142,49.73,10.47
000478,建信中证500指数增强A,指数型-股票,叶乐天,建信基金,建信中证500指数增强A,4814,63.6,205.82
000480,东方红新动力混合A,混合型-灵活,周云,东方红资产管理,东方红新动力混合A,3542,132.75,190.06
000483,鑫元货币A,货币型-普通货币,刘丽娟/ 徐文祥,鑫元基金,鑫元货币A,3408/ 418,678.13/ 345.78,4.3/ 8.42
000484,鑫元货币B,货币型-普通货币,刘丽娟/ 徐文祥,鑫元基金,鑫元货币B,3408/ 418,678.13/ 345.78,4.3/ 8.42
000487,嘉实3个月理财债券A,债券型-中短债,李垚/ 张文玥,嘉实基金,嘉实3个月理财债券A,40/ 3939,653.46/ 1354.15,0.48/ 29.59
000488,嘉实3个月理财债券E,债券型-中短债,李垚/ 张文玥,嘉实基金,嘉实3个月理财债券E,40/ 3939,653.46/ 1354.15,0.48/ 29.59
000493,南方现金通A,货币型-普通货币,董浩/ 夏晨曦,南方基金,南方现金通A,3545/ 4693,3347.07/ 4326.56,29.53/ 36.6
000494,南方现金通B,货币型-普通货币,董浩/ 夏晨曦,南方基金,南方现金通B,3545/ 4693,3347.07/ 4326.56,29.53/ 36.6
000495,南方现金通C,货币型-普通货币,董浩/ 夏晨曦,南方基金,南方现金通C,3545/ 4693,3347.07/ 4326.56,29.53/ 36.6
000496,长安产业精选混合A,混合型-灵活,林忠晶,长安基金,长安产业精选混合A,3772,0.49,-22.82
000497,财通纯债债券A,债券型-长债,吴伟/ 张婉玉,财通基金,财通纯债债券A,836/ 1840,45.4/ 348.87,6.21/ 21.23
000503,中信建投景和中短债A,债券型-中短债,杨龙龙,中信建投基金,中信建投景和中短债A,1516,128.85,14.01
000504,中信建投景和中短债C,债券型-中短债,杨龙龙,中信建投基金,中信建投景和中短债C,1516,128.85,14.01
000505,国寿安保货币A,货币型-普通货币,桑迎,国寿安保基金,国寿安保货币A,4593,806.5,23.79
000506,国寿安保货币B,货币型-普通货币,桑迎,国寿安保基金,国寿安保货币B,4593,806.5,23.79
000507,宏利宏达混合A,混合型-偏债,刘晓晨/ 宁霄,宏利基金,宏利宏达混合A,4043/ 1852,18.88/ 3.95,17.05/ 11.17
000508,宏利宏达混合B,混合型-偏债,刘晓晨/ 宁霄,宏利基金,宏利宏达混合B,4043/ 1852,18.88/ 3.95,17.05/ 11.17
000509,广发钱袋子货币A,货币型-普通货币,任爽/ 曾雪兰,广发基金,广发钱袋子货币A,4548/ 3230,5135.92/ 2429.71,38.47/ 24.78
000511,国泰国策驱动灵活配置混合A,混合型-灵活,邓时锋/ 高崇南/ 王琳/ 魏伟,国泰基金,国泰国策驱动灵活配置混合A,5359/ 2457/ 3043/ 811,0.22/ 2.49/ 9.16/ 228.84,-5.75/ 42.85/ 40.17/ 10.22
000512,国泰沪深300指数增强A,指数型-股票,吴中昊,国泰基金,国泰沪深300指数增强A,1214,167.47,47.92
000513,富国高端制造行业股票A,股票型,毕天宇,富国基金,富国高端制造行业股票A,7121,32.9,198.89
000516,富国祥利一年期定期开放债券型A,债券型-长债,黄纪亮,富国基金,富国祥利一年期定期开放债券型A,4472,386.22,106.87
000517,富国祥利一年期定期开放债券型C,债券型-长债,黄纪亮,富国基金,富国祥利一年期定期开放债券型C,4472,386.22,106.87
000520,上银新兴价值成长混合,混合型-灵活,赵治烨,上银基金,上银新兴价值成长混合,3666,8.4,96.37
000521,诺安瑞鑫定开债券,债券型-长债,潘飞/ 孙继鑫,诺安基金,诺安瑞鑫定开债券,3184/ 866,1145.29/ 10.08,42.34/ 7.93
000522,华润元大信息传媒科技混合A,混合型-偏股,刘宏毅,华润元大基金,华润元大信息传媒科技混合A,2685,2.13,154.61
000523,国投瑞银医疗保健混合A,混合型-灵活,刘泽序,国投瑞银基金,国投瑞银医疗保健混合A,622,1.94,3.93
000524,摩根民生需求股票A,股票型,杨景喻,摩根资产管理,摩根民生需求股票A,3583,19.97,32.86
000526,国泰浓益灵活配置混合A,混合型-灵活,茅利伟,国泰基金,国泰浓益灵活配置混合A,712,38.07,10.99
000527,南方新优享灵活配置混合A,混合型-灵活,章晖,南方基金,南方新优享灵活配置混合A,3651,64.11,49.28
000528,工银薪金货币A,货币型-普通货币,郝瑞/ 王朔,工银瑞信基金,工银薪金货币A,738/ 4214,3586.48/ 3648.44,4.1/ 37.43
000529,广发竞争优势混合A,混合型-灵活,吴兴武,广发基金,广发竞争优势混合A,3756,97.83,84.84
000530,招商丰盛稳定增长混合A,混合型-灵活,苏超,招商基金,招商丰盛稳定增长混合A,548,11.67,20.24
